Year,Round,College,Branch,Category,CutoffRank
2024,Round 2,M V J College of Engineering Bangalore,Comp. Sc. Engg-,3AK,100875
2024,Round 2,M V J College of Engineering Bangalore,Comp. Sc. Engg-,3BG,32293
2024,Round 2,M V J College of Engineering Bangalore,Comp. Sc. Engg-,GM,31334
2024,Round 2,M V J College of Engineering Bangalore,Comp. Sc. Engg-,GMR,33658
2024,Round 2,M V J College of Engineering Bangalore,Comp. Sc. Engg-,SCG,77814
2024,Round 2,M V J College of Engineering Bangalore,Comp. Sc. Engg-,STG,94331
2024,Round 2,M V J College of Engineering Bangalore,EAT,2AG,57787
2024,Round 2,M V J College of Engineering Bangalore,EAT,2AR,73303
2024,Round 2,M V J College of Engineering Bangalore,EAT,2BG,80904
2024,Round 2,M V J College of Engineering Bangalore,EAT,2BK,216975
2024,Round 2,M V J College of Engineering Bangalore,EAT,3AG,56978
2024,Round 2,M V J College of Engineering Bangalore,EAT,3AR,66168
2024,Round 2,M V J College of Engineering Bangalore,EAT,3BG,55058
2024,Round 2,M V J College of Engineering Bangalore,EAT,GM,53934
2024,Round 2,M V J College of Engineering Bangalore,EAT,GMK,64990
2024,Round 2,M V J College of Engineering Bangalore,EAT,GMR,59296
2024,Round 2,M V J College of Engineering Bangalore,EAT,SCG,128483
2024,Round 2,M V J College of Engineering Bangalore,EAT,STG,173729
2024,Round 2,M V J College of Engineering Bangalore,Electrical,2AG,55943
2024,Round 2,M V J College of Engineering Bangalore,Electrical,2BG,88518
2024,Round 2,M V J College of Engineering Bangalore,Electrical,3AG,58104
2024,Round 2,M V J College of Engineering Bangalore,Electrical,GM,53829
2024,Round 2,M V J College of Engineering Bangalore,Electrical,GMR,66800
2024,Round 2,M V J College of Engineering Bangalore,Electrical,SCG,131594
2024,Round 2,M V J College of Engineering Bangalore,Electrical,STG,172444
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Artificial,1G,20728
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Artificial,2AG,23013
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Artificial,2AR,25715
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Artificial,2BG,28762
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Artificial,3AG,18002
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Artificial,3AK,32675
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Artificial,3BG,17985
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Artificial,GM,16903
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Artificial,GMR,24218
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Artificial,SCG,44631
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Artificial,SCR,55337
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Artificial,STG,44222
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,1G,25808
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,1R,31146
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,2AG,22728
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,2AK,23671
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,2AR,26013
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,2BG,27844
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,2BR,31354
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,3AG,18411
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,3BG,17577
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,3BR,21294
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,GM,17016
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,GMK,21963
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,GMR,20364
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,SCG,59270
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,SCK,63717
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,SCR,61044
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,STG,45076
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,STK,79373
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Computers,STR,64389
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Comp. Sc. Engg-,1G,26924
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Comp. Sc. Engg-,2AG,26870
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Comp. Sc. Engg-,2AK,37451
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Comp. Sc. Engg-,2AR,27154
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Comp. Sc. Engg-,3AR,24243
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Comp. Sc. Engg-,3BG,22491
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Comp. Sc. Engg-,GM,21363
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Comp. Sc. Engg-,GMK,25226
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Comp. Sc. Engg-,GMR,22002
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Comp. Sc. Engg-,SCG,60319
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Comp. Sc. Engg-,STG,74098
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Telecommn.,1G,85571
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Telecommn.,2AG,80431
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Telecommn.,2BG,84408
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Telecommn.,3AG,85682
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Telecommn.,3BG,70577
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Telecommn.,GM,65587
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Telecommn.,GMK,77926
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Telecommn.,GMR,85541
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Telecommn.,SCG,192635
2024,Round 2,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",Telecommn.,STG,103806
2024,Round 2,S J C Institute of Technology Chickballapur,Artificial,1G,57597
2024,Round 2,S J C Institute of Technology Chickballapur,Artificial,2AG,82841
2024,Round 2,S J C Institute of Technology Chickballapur,Artificial,2AR,99109
2024,Round 2,S J C Institute of Technology Chickballapur,Artificial,2BG,66990
2024,Round 2,S J C Institute of Technology Chickballapur,Artificial,2BR,77840
2024,Round 2,S J C Institute of Technology Chickballapur,Artificial,3AG,57295
2024,Round 2,S J C Institute of Technology Chickballapur,Artificial,3AR,60666
2024,Round 2,S J C Institute of Technology Chickballapur,Artificial,3BG,77759
2024,Round 2,S J C Institute of Technology Chickballapur,Artificial,GM,54073
2024,Round 2,S J C Institute of Technology Chickballapur,Artificial,GMK,69136
2024,Round 2,S J C Institute of Technology Chickballapur,Artificial,GMR,55595
2024,Round 2,S J C Institute of Technology Chickballapur,Artificial,SCG,104762
2024,Round 2,S J C Institute of Technology Chickballapur,Artificial,STG,87166
2024,Round 2,S J C Institute of Technology Chickballapur,Civil Engg,GM,254061
2024,Round 2,Siddaganga Institute of Technology Tumkur,Artificial,1G,18124
2024,Round 2,Siddaganga Institute of Technology Tumkur,Artificial,1R,19096
2024,Round 2,Siddaganga Institute of Technology Tumkur,Artificial,2AG,15249
2024,Round 2,Siddaganga Institute of Technology Tumkur,Artificial,2BG,25650
2024,Round 2,Siddaganga Institute of Technology Tumkur,Artificial,3AG,13822
2024,Round 2,Siddaganga Institute of Technology Tumkur,Artificial,3AR,14805
2024,Round 2,Siddaganga Institute of Technology Tumkur,Artificial,3BG,12664
2024,Round 2,Siddaganga Institute of Technology Tumkur,Artificial,3BK,18983
2024,Round 2,Siddaganga Institute of Technology Tumkur,Artificial,GM,12395
2024,Round 2,Siddaganga Institute of Technology Tumkur,Artificial,GMK,16866
2024,Round 2,Siddaganga Institute of Technology Tumkur,Artificial,GMR,13756
2024,Round 2,Siddaganga Institute of Technology Tumkur,Artificial,SCG,55073
2024,Round 2,Siddaganga Institute of Technology Tumkur,Artificial,STG,34460
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,1G,10899
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,2AG,11876
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,2AK,16183
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,2AR,12169
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,2BG,21268
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,3AG,8314
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,3BG,8800
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,3BR,10138
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,GM,7758
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,GMK,8617
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,GMR,9621
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,SCG,35835
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,SCK,36555
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,SCR,52806
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,STG,25350
2024,Round 2,Siddaganga Institute of Technology Tumkur,Computers,STR,32887
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,1G,17832
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,2AG,18427
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,2AR,19246
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,2BG,34706
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,3AG,14358
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,3BG,14464
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,3BR,16203
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,GM,14054
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,GMK,14584
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,GMR,14928
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,SCG,61740
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,SCR,63945
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,STG,49297
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,STK,61990
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electronics,STR,51263
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electrical,1G,33915
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electrical,2AG,33859
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electrical,2AR,37455
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electrical,2BG,39537
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electrical,3AG,27595
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electrical,3BG,29273
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electrical,3BK,43051
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electrical,GM,25747
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electrical,GMK,28233
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electrical,GMR,36353
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electrical,SCG,79011
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electrical,SCR,86698
2024,Round 2,Siddaganga Institute of Technology Tumkur,Electrical,STG,56822
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,1G,15415
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,2AG,13236
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,2AR,17059
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,2BG,23801
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,3AG,11012
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,3BG,10791
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,3BR,12705
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,GM,10154
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,GMK,11516
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,GMR,11619
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,SCG,52734
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,SCK,87143
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,SCR,55997
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,STG,33116
2024,Round 2,Siddaganga Institute of Technology Tumkur,Info.Science,STR,34844
2024,Round 2,Sri Siddartha Institute of Technology Tumkur,Artificial,1G,43628
2024,Round 2,Sri Siddartha Institute of Technology Tumkur,Artificial,2AG,53985
2024,Round 2,Sri Siddartha Institute of Technology Tumkur,Artificial,2AR,62938
2024,Round 2,Sri Siddartha Institute of Technology Tumkur,Artificial,3AG,53590
2024,Round 2,Sri Siddartha Institute of Technology Tumkur,Artificial,3AK,68792
2024,Round 2,Sri Siddartha Institute of Technology Tumkur,Artificial,3BG,51152
2024,Round 2,Sri Siddartha Institute of Technology Tumkur,Artificial,GM,41869
2024,Round 2,Sri Siddartha Institute of Technology Tumkur,Artificial,GMR,54858
2024,Round 2,Sri Siddartha Institute of Technology Tumkur,Artificial,SCG,90172
2024,Round 2,Sri Siddartha Institute of Technology Tumkur,Artificial,STG,119848
2024,Round 2,Kalpatharu Institute of Technology Tiptur,Civil,GM,273771
2024,Round 2,Kalpatharu Institute of Technology Tiptur,Mechanical,GM,263066
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Computers,1G,7301
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Computers,2AG,5424
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Computers,2AR,7060
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Computers,2BG,6370
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Computers,3AG,4137
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Computers,3BG,3950
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Computers,GM,2983
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Computers,GMK,6150
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Computers,GMR,5575
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Computers,SCG,15804
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Computers,SCR,36297
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Computers,STG,12769
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Computers,STK,42361
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Computers,STR,22806
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,1G,9848
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,2AG,11077
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,2AR,11179
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,2BG,25337
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,3AG,8605
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,3BG,7968
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,3BK,14542
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,3BR,11437
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,GM,6723
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,GMK,10553
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,GMR,9267
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,SCG,29534
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,SCR,42153
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,STG,26418
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electronics,STR,32966
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,1G,21034
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,2AG,27407
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,2AR,31569
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,2BG,19201
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,2BR,45444
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,3AG,20331
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,3AR,29374
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,3BG,27937
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,GM,18613
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,GMK,30106
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,GMR,23729
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,SCG,54342
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,SCK,77549
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,SCR,91333
2024,Round 2,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,Electrical,STG,57350
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,1G,10864
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,1R,14883
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,2AG,15394
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,2AR,20180
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,2BG,25657
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,2BR,45458
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,3AG,10194
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,3BG,12081
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,GM,9782
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,GMK,18190
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,GMR,11972
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,SCG,40099
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,SCK,63067
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,SCR,50312
2024,Round 2,The National Institute of Engineering(SOUTH CAMPUS) Mysore,Electronics,STG,45977
2024,Round 2,Tontadarya College of Engineering Gadag,Mechanical,GM,272525
2024,Round 2,Maratha Mandal Engineering College Belgaum,Mechanical,GM,265385
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,1G,35352
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,2AG,24762
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,2AR,25072
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,2BG,27750
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,2BK,43525
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,3AG,24398
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,3AR,25876
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,3BG,23608
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,GM,21640
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,GMK,21776
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,GMR,24175
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,SCG,53735
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,SCR,61868
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,STG,61545
2024,Round 2,Basaveshwara Engineering College Bagalkot,Computers,STR,63841
2024,Round 2,R.T.E Socity`s Rural Engineering College Hulkoti,Civil,GM,270101
2024,Round 2,R.T.E Socity`s Rural Engineering College Hulkoti,Mechanical,GM,256394
2024,Round 2,R.T.E Socity`s Rural Engineering College Hulkoti,Textiles,GM,272718
2024,Round 2,Sri Taralabalu Jagadguru Institute of Technology. Ranebennur,Civil,GM,274452
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,1G,16814
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,2AG,17788
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,2AR,21256
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,2BG,16718
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,3AG,13677
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,3BG,14233
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,3BR,19290
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,GM,13666
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,GMK,17442
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,GMR,15396
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,SCG,44964
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,SCK,59187
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,SCR,67577
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,STG,57215
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Computers,STR,68871
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Info.Science,1G,21570
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Info.Science,2AG,19335
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Info.Science,2BR,56914
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Info.Science,3AG,22999
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Info.Science,3BG,19135
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Info.Science,GM,18913
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Info.Science,GMK,19185
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Info.Science,GMR,20516
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Info.Science,SCG,72060
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Info.Science,SCR,75920
2024,Round 2,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,Info.Science,STG,69250
2024,Round 2,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",Civil,GM,267494
2024,Round 2,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",Electrical,2AG,236210
2024,Round 2,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",Electrical,2BG,254191
2024,Round 2,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",Electrical,3BG,249763
2024,Round 2,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",Electrical,GM,220442
2024,Round 2,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",Electrical,GMR,220902
2024,Round 2,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",Mechanical,GM,268102
2024,Round 2,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",Robotics and AI,1G,205483
2024,Round 2,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",Robotics and AI,2AG,234797
2024,Round 2,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",Robotics and AI,3AG,172961
2024,Round 2,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",Robotics and AI,GM,157596
2024,Round 2,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum,Electrical,1G,89967
2024,Round 2,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum,Electrical,2AG,65611
2024,Round 2,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum,Electrical,2AK,79487
2024,Round 2,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum,Electrical,2AR,90319
2024,Round 2,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum,Electrical,3AG,76447
2024,Round 2,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum,Electrical,3BG,57114
